candidate_id,zone_id,candidate_zone_id,candidate_x_m,candidate_y_m,zone_center_x_m,zone_center_y_m,distance_m_계산,radius_low_m,radius_nominal_m,radius_high_m,cover_low_계산,cover_nominal_계산,cover_high_계산,same_zone,데이터구분,한계
C01,Z01,Z01,11,18,11,18,0,3,5,8,0.130899,0.36361,0.796526,1,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C11,Z04,Z11,38,31,19,6,31.401,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C11,Z05,Z11,38,31,7,6,39.825,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C11,Z06,Z11,38,31,8,31,30,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C11,Z07,Z11,38,31,22,31,16,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C11,Z08,Z11,38,31,44,6,25.71,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C11,Z09,Z11,38,31,32,6,25.71,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C11,Z10,Z11,38,31,53,31,15,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C11,Z11,Z11,38,31,38,31,0,3,5,8,0.176714,0.490873,0.930416,1,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C11,Z12,Z11,38,31,54,6,29.682,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C12,Z01,Z12,54,6,11,18,44.643,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C12,Z02,Z12,54,6,31,18,25.942,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C12,Z03,Z12,54,6,50,18,12.649,3,5,8,0,0,0.072211,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C12,Z04,Z12,54,6,19,6,35,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C12,Z05,Z12,54,6,7,6,47,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C12,Z06,Z12,54,6,8,31,52.355,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C12,Z07,Z12,54,6,22,31,40.608,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C12,Z08,Z12,54,6,44,6,10,3,5,8,0,0,0.206611,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C12,Z09,Z12,54,6,32,6,22,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C12,Z10,Z12,54,6,53,31,25.02,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C12,Z11,Z12,54,6,38,31,29.682,3,5,8,0,0,0,0,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
C12,Z12,Z12,54,6,54,6,0,3,5,8,0.441786,0.971714,1,1,합성 파생(부분면적),센서 원∩구역 사각형 면적/구역 면적; 2D 평면·등방성 원형 반경 가정; 벽·높이·공조·가스 물성 미반영
